,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,LotArea,LotFrontage,BsmtFinSF1,BsmtUnfSF,OverallQual,GrLivArea,ExterQual,KitchenQual,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,Id,SalePrice,clusters
921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8777,67.0,1084,188,5,2200,2,2,0,0,1272,1272,2,9,1900,2003,922,145900,0
922,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10237,65.0,28,1288,6,1316,3,3,2,397,1316,1316,2,6,2005,2006,923,169990,3
923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8012,50.0,165,598,6,1617,3,3,2,533,1604,1617,2,5,1993,1994,924,193000,3
924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10240,79.0,625,0,6,1686,2,2,2,612,1686,1686,2,7,1980,1980,925,207500,3
926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11999,93.0,0,1181,8,2374,3,4,3,656,1181,1234,2,10,2003,2004,927,285000,1
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8925,73.0,16,1450,8,1466,3,3,3,610,1466,1466,2,7,2007,2007,931,201000,3
931,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9100,70.0,338,121,5,925,2,2,1,429,925,925,1,5,1965,1965,932,117500,0
932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11670,84.0,0,1905,9,1905,4,4,3,788,1905,1905,2,8,2006,2006,933,320000,2
933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8487,63.0,20,1480,7,1500,3,3,2,570,1500,1500,2,6,2004,2004,934,190000,3
934,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27650,313.0,425,160,7,2069,2,3,2,505,585,2069,2,9,1960,2007,935,242000,1
935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5825,52.0,0,600,4,747,2,2,2,528,600,747,1,5,1926,1953,936,79900,0
936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10083,67.0,833,343,7,1200,3,3,2,555,1176,1200,2,5,2003,2003,937,184900,3
937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9675,75.0,341,772,7,1971,3,3,2,689,1113,1113,2,8,2005,2005,938,253000,1
938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8760,73.0,464,927,7,1962,3,3,3,868,1391,1391,2,7,2006,2006,939,239799,1
940,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12640,55.0,936,396,6,1728,2,2,2,574,1728,1728,2,8,1976,1976,941,150900,0
942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7711,42.0,1440,0,4,1440,2,2,0,0,1440,1440,2,8,1977,1977,943,150000,0
943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25000,100.0,0,1632,5,1632,2,2,2,576,1632,1632,2,8,1967,1967,944,143000,0
945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8820,98.0,1088,0,5,1869,2,2,2,456,1088,1188,1,7,1890,1996,946,124900,0
946,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8163,70.0,748,102,5,1144,2,2,1,796,1144,1144,1,6,1959,1959,947,143000,0
947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14536,85.0,1300,316,8,1629,3,3,3,808,1616,1629,2,9,2002,2003,948,270000,1
948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14006,65.0,0,936,7,1776,3,3,2,474,936,936,2,7,2002,2002,949,192500,3
949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9360,78.0,982,179,6,1381,2,3,2,676,1161,1381,1,5,1972,2006,950,197500,3
950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7200,60.0,398,317,5,864,2,3,2,720,864,864,1,5,1950,2002,951,129000,0
951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7800,60.0,641,187,5,965,2,2,1,300,828,965,1,6,1965,1965,952,119900,0
952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7200,60.0,660,108,5,768,2,2,1,396,768,768,1,5,1972,2003,953,133900,0
954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9400,35.0,945,0,6,980,2,2,0,0,945,980,2,4,1975,1975,955,127500,0
955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7136,82.0,484,495,6,1958,2,2,2,492,979,979,2,8,1946,1950,956,145000,0
956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1300,24.0,285,276,6,1229,2,2,2,462,561,561,1,5,1980,1980,957,124000,0
957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7420,70.0,417,640,5,1057,2,2,2,576,1057,1057,1,6,1962,1962,958,132000,0
958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8450,65.0,699,638,7,1337,3,3,2,531,1337,1337,2,6,2003,2003,959,185000,3
959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2572,24.0,604,92,7,1416,3,3,2,484,696,696,2,6,1999,1999,960,155000,0
960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7207,50.0,696,162,5,858,2,2,0,0,858,858,1,4,1958,2008,961,116500,0
962,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2308,24.0,556,248,6,1548,2,3,2,440,804,804,2,7,1976,1976,963,155000,0
963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11923,122.0,0,1800,9,1800,3,4,2,702,1800,1800,2,7,2007,2007,964,239000,1
964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11316,80.0,624,193,7,1894,3,3,2,510,817,824,2,8,2002,2003,965,214900,3
965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10237,65.0,0,783,6,1484,3,3,2,393,783,783,2,8,2005,2007,966,178900,3
966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9600,130.0,428,300,5,1308,3,2,1,256,728,976,1,7,1940,1950,967,160000,0
968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5925,50.0,0,600,3,968,2,2,0,0,600,600,1,6,1910,1950,969,37900,0
969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10382,75.0,513,75,6,1095,2,2,1,264,588,1095,1,6,1958,1958,970,140000,0
970,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,60.0,0,720,4,1192,2,2,0,0,720,720,1,6,1949,1950,971,135000,0
971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2268,36.0,567,197,7,1626,3,3,2,474,764,764,2,6,2003,2004,972,173000,3
972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7892,55.0,0,918,6,918,2,2,1,264,918,918,2,5,1979,1979,973,99500,0
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11639,95.0,0,1428,7,1428,3,3,2,480,1428,1428,2,6,2007,2008,974,182000,3
974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11414,60.0,0,728,7,2019,2,3,2,532,728,1136,1,8,1910,1993,975,167500,3
976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900,51.0,0,440,4,869,2,1,0,0,440,869,1,4,1923,1958,977,85500,0
977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4274,35.0,1106,135,7,1241,3,3,2,569,1241,1241,1,4,2006,2007,978,199900,3
978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9450,68.0,552,342,4,894,2,2,2,400,894,894,1,5,1954,1954,979,110000,0
979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8816,80.0,651,470,5,1121,2,2,2,480,1121,1121,1,5,1963,1963,980,139000,0
981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12203,98.0,854,371,8,2612,3,3,3,676,1225,1276,2,8,1998,1999,982,336000,2
982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3182,43.0,0,1266,7,1266,3,3,2,388,1266,1266,2,6,2007,2007,983,159895,3
984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10125,75.0,0,0,5,1734,2,3,2,539,0,1302,2,8,1977,1977,985,126000,0
985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10880,68.0,1040,124,5,1164,2,2,1,240,1164,1164,1,5,1950,1950,986,125000,0
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5310,59.0,0,485,6,1635,2,3,1,255,485,1001,1,5,1910,2003,987,117000,0
987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10159,83.0,1646,284,9,1940,4,4,3,606,1930,1940,2,8,2009,2010,988,395192,2
989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8125,65.0,0,770,7,1576,3,3,2,614,770,778,2,6,2006,2006,990,197000,3
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9452,82.0,1074,322,8,2392,3,3,3,870,1396,1407,2,7,1997,1998,991,348000,2
991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17671,121.0,216,700,8,1742,3,3,2,424,916,916,1,8,1882,1986,992,168000,3
992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9760,80.0,536,169,6,1851,2,3,2,440,822,1020,2,7,1964,1993,993,187000,3
993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8846,68.0,0,750,6,1500,2,3,2,564,750,750,2,6,2005,2006,994,173900,3
994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12456,96.0,1172,528,10,1718,4,4,3,786,1700,1718,2,7,2006,2007,995,337500,2
995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4712,51.0,384,363,4,1230,2,2,1,305,747,774,1,5,1946,1950,996,121600,0
998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9786,60.0,0,1007,3,1077,2,2,1,210,1007,1077,1,6,1922,1950,999,91000,0
999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6762,64.0,686,501,7,1208,3,3,2,632,1187,1208,2,6,2006,2006,1000,206000,3
1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10206,74.0,0,0,3,944,2,1,2,528,0,944,1,4,1952,1952,1001,82000,0
1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5400,60.0,0,691,5,691,2,4,1,216,691,691,1,4,1920,1950,1002,86000,0
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11957,75.0,24,1550,8,1574,3,3,3,824,1574,1574,2,7,2006,2006,1003,232000,1
1004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3182,43.0,16,1330,7,1504,3,3,2,457,1346,1504,2,7,2005,2006,1005,181000,3
1005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8385,65.0,595,390,5,985,3,2,1,328,985,985,2,6,1977,1977,1006,149900,0
1007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2217,21.0,273,0,4,1092,2,2,1,286,546,546,1,6,1970,1970,1008,88000,0
1008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12118,43.0,0,1710,7,1710,3,3,2,550,1710,1710,2,7,2004,2005,1009,240000,1
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6000,60.0,0,1008,5,1522,2,2,0,0,1008,1008,2,7,1926,1950,1010,102000,0
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21286,115.0,0,720,5,1271,2,2,1,312,720,720,2,7,1948,1950,1011,135000,0
1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9825,75.0,0,0,5,1664,2,2,0,0,0,1664,2,8,1965,1965,1012,100000,0
1012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10592,55.0,0,602,6,1502,2,3,1,180,602,900,1,7,1923,1996,1013,165000,3
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7200,60.0,247,310,5,1022,2,2,1,280,1022,1022,1,4,1910,2006,1014,85000,0
1014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11664,60.0,336,746,6,1082,2,2,1,240,1082,1082,1,5,1948,1950,1015,119200,0
1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8400,70.0,643,167,8,1665,3,3,2,528,810,810,2,6,2001,2001,1016,227000,1
1016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11883,73.0,690,814,7,1504,3,3,2,478,1504,1504,2,6,1996,1996,1017,203000,3
1019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3013,43.0,16,1346,7,1506,3,3,2,440,1362,1506,2,6,2005,2005,1020,213490,3
1020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7024,60.0,1024,108,4,1132,2,3,2,451,1132,1132,1,5,2005,2005,1021,176000,3
1021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7406,64.0,684,515,7,1220,3,3,2,632,1199,1220,2,6,2006,2006,1022,194000,3
1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9439,52.0,324,588,5,1248,2,2,1,160,912,912,1,6,1930,1950,1023,87000,0
1023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3182,43.0,16,1330,7,1504,3,3,2,437,1346,1504,2,7,2005,2006,1024,191000,3
1025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7700,70.0,138,276,5,882,2,2,2,461,882,882,1,5,1972,1972,1026,112500,0
1026,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9300,73.0,697,571,5,1264,2,2,2,461,1268,1264,1,6,1960,1960,1027,167500,3
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9520,71.0,1513,125,8,1646,3,3,3,800,1638,1646,2,7,2007,2008,1028,293077,1
1028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9492,79.0,368,359,5,1376,2,2,1,240,768,968,1,6,1941,1950,1029,105000,0
1029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1680,21.0,317,355,6,1218,2,2,1,264,672,672,1,7,1972,1972,1030,118000,0
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15863,102.0,523,301,7,3082,2,2,2,672,824,1687,2,12,1920,1970,1032,197000,3
1034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6305,50.0,0,920,5,954,2,1,1,240,920,954,1,5,1938,1950,1035,119750,0
1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898,89.0,1022,598,9,1620,3,4,3,912,1620,1620,2,6,2007,2008,1037,315500,2
1038,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,21.0,0,546,4,1344,2,2,0,0,546,798,1,6,1970,2008,1039,97000,0
1039,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1477,21.0,509,121,4,630,2,2,1,286,630,630,1,3,1970,1970,1040,80000,0
1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13125,88.0,168,284,5,1803,2,2,2,484,1134,1803,2,8,1957,2000,1041,155000,0
1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5381,34.0,900,406,6,1306,3,3,2,624,1306,1306,2,5,2005,2005,1043,196000,3
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11839,86.0,1085,390,7,2329,2,3,2,514,1475,1532,2,10,1990,1990,1044,262280,1
1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9600,80.0,1104,1420,8,2524,3,3,2,542,2524,2524,2,9,1981,1981,1045,278000,1
1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16056,85.0,240,1752,9,2868,3,4,3,716,1992,1992,3,11,2005,2006,1047,556581,4
1047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9245,57.0,686,304,5,990,2,2,2,672,990,990,1,5,1994,1995,1048,145000,0
1048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21750,100.0,0,0,5,1771,2,2,2,336,0,1771,1,9,1960,2006,1049,115000,0
1049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11100,60.0,0,0,4,930,2,3,1,308,0,930,1,6,1946,2006,1050,84900,0
1050,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8993,73.0,0,1302,7,1302,3,3,2,436,1302,1302,2,6,2007,2007,1051,176485,3
1051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11175,103.0,0,1316,7,1316,3,3,2,440,1316,1316,2,6,2007,2007,1052,200141,3
1052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9500,100.0,442,374,6,1977,2,2,2,540,816,1127,1,9,1964,1978,1053,165000,3
1053,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8562,68.0,383,833,5,1526,2,2,1,364,1216,1526,1,7,1957,2002,1054,144500,0
1054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11367,90.0,932,133,8,1989,3,3,2,586,1065,1091,2,7,2002,2002,1055,255000,1
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11361,104.0,644,549,6,1523,2,2,2,478,1193,1523,2,7,1976,1976,1056,180000,3
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7052,43.0,659,705,7,1364,3,3,2,484,1364,1364,2,6,2005,2005,1057,185850,3
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11308,96.0,936,168,9,2184,4,4,3,836,1104,1130,2,10,2008,2008,1059,335000,2
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4920,41.0,616,722,8,1338,3,3,2,582,1338,1338,2,6,2001,2001,1061,213500,3
1061,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18000,120.0,0,894,3,894,1,2,3,1248,894,894,1,6,1935,1950,1062,81000,0
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13600,85.0,0,662,5,2337,2,2,2,560,662,1422,2,10,1900,1950,1063,90000,0
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6000,50.0,397,706,6,1103,2,3,2,440,1103,1103,1,5,1925,1980,1064,110500,0
1065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14000,80.0,1201,105,7,2260,3,3,2,533,1306,1306,2,7,1996,1997,1066,328000,2
1066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7837,59.0,0,799,6,1571,3,2,2,380,799,799,2,7,1993,1994,1067,178000,3
1067,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9760,80.0,674,0,6,1611,2,2,2,442,780,798,1,7,1964,1964,1068,167900,3
1068,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3964,42.0,837,105,6,2521,2,2,2,576,942,1291,2,10,1973,1973,1069,151400,0
1069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9600,60.0,220,625,5,893,2,3,2,576,845,893,1,4,1949,2003,1070,135000,0
1070,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10152,72.0,586,462,5,1048,2,2,1,286,1048,1048,1,6,1956,1956,1071,135000,0
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11700,78.0,298,429,6,1556,2,2,2,441,727,829,1,8,1968,1968,1072,154000,0
1072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7585,50.0,0,810,5,1456,2,2,1,280,810,1002,1,7,1948,1950,1073,91500,0
